,datestamp,energy,unique_meter_seqid,wind_observation_direction_angle,sky_condition_observation_ceiling_height_dimension,visibility_observation_distance_dimension,air_temperature,air_pressure,dew_point_temperature
0,2015-05-01 01:00:00,281.0,2517,110.0,7620.0,16093.0,11.1,1012.8,3.3
1,2015-05-01 02:00:00,279.0,2517,80.0,2134.0,16093.0,10.6,1012.8,3.3
2,2015-05-01 03:00:00,280.5,2517,65.0,2286.0,16046.5,10.3,1012.95,3.3
3,2015-05-01 04:00:00,292.0,2517,50.0,1981.0,16093.0,10.0,7004.3666666667,3.9
4,2015-05-01 05:00:00,306.0,2517,50.0,1981.0,16093.0,10.0,1013.3,4.4
5,2015-05-01 06:00:00,323.0,2517,55.0,2438.0,16046.5,10.0,1013.3,4.7
6,2015-05-01 07:00:00,375.0,2517,80.0,2591.0,16093.0,10.0,1013.3,3.3
7,2015-05-01 08:00:00,446.0,2517,50.0,2438.0,16093.0,9.4,1013.3,5.0
8,2015-05-01 09:00:00,530.5,2517,50.0,7620.0,16046.5,9.15,1013.5,5.0
9,2015-05-01 10:00:00,545.0,2517,50.0,2286.0,16093.0,9.4,1014.3,4.4
10,2015-05-01 11:00:00,542.5,2517,60.0,2286.0,16093.0,9.4,1014.8,4.4
11,2015-05-01 12:00:00,540.5,2517,55.0,2286.0,16046.5,10.0,1014.85,4.7
12,2015-05-01 13:00:00,534.0,2517,50.0,2286.0,16093.0,11.7,1015.4,4.4
13,2015-05-01 14:00:00,533.5,2517,50.0,1372.0,16093.0,12.2,1015.6,3.9
14,2015-05-01 15:00:00,527.0,2517,50.0,1372.0,16046.5,12.75,1015.5,5.0
15,2015-05-01 16:00:00,507.5,2517,60.0,7620.0,16093.0,13.3,1014.9,4.4
16,2015-05-01 17:00:00,453.0,2517,,1676.0,16093.0,14.4,1014.7,4.4
17,2015-05-01 18:00:00,396.0,2517,190.0,22000.0,16046.5,14.7,1014.45,4.7
18,2015-05-01 19:00:00,374.0,2517,170.0,7620.0,16093.0,13.9,1013.7,5.0
19,2015-05-01 20:00:00,334.0,2517,180.0,7620.0,16093.0,13.3,1013.6,4.4
20,2015-05-01 21:00:00,289.5,2517,175.0,22000.0,16046.5,12.75,1013.75,4.4
21,2015-05-01 22:00:00,279.5,2517,180.0,7620.0,16093.0,11.1,1014.3,3.9
22,2015-05-01 23:00:00,277.0,2517,170.0,1981.0,16093.0,10.6,1014.6,3.9
23,2015-05-02 00:00:00,271.5,2517,160.0,7620.0,16046.5,10.3,1014.8,3.9
24,2015-05-02 01:00:00,268.0,2517,130.0,2134.0,16093.0,10.0,1015.3,3.9
25,2015-05-02 02:00:00,266.5,2517,150.0,2134.0,16093.0,9.4,1015.4,3.3
26,2015-05-02 03:00:00,267.0,2517,150.0,1981.0,16046.5,9.4,1015.3,3.3
27,2015-05-02 04:00:00,278.5,2517,50.0,22000.0,16093.0,9.4,5507.5,3.9
28,2015-05-02 05:00:00,288.0,2517,,22000.0,16093.0,8.9,1015.0,3.9
29,2015-05-02 06:00:00,289.0,2517,70.0,2134.0,16046.5,9.15,1014.9,4.15
30,2015-05-02 07:00:00,303.5,2517,,1981.0,16093.0,9.4,1014.9,4.4
31,2015-05-02 08:00:00,325.0,2517,90.0,22000.0,16093.0,8.9,1014.8,3.9
32,2015-05-02 09:00:00,331.5,2517,90.0,22000.0,16046.5,8.9,1014.9,4.45
33,2015-05-02 10:00:00,327.0,2517,90.0,22000.0,16093.0,9.4,1015.6,4.4
34,2015-05-02 11:00:00,325.5,2517,,22000.0,16093.0,10.6,1015.6,4.4
35,2015-05-02 12:00:00,324.5,2517,,22000.0,16046.5,11.4,1015.65,5.0
36,2015-05-02 13:00:00,321.0,2517,,22000.0,16093.0,13.9,1015.5,6.1
37,2015-05-02 14:00:00,316.5,2517,,22000.0,16093.0,15.0,1015.6,5.0
38,2015-05-02 15:00:00,346.5,2517,100.0,22000.0,16046.5,15.85,1015.45,5.3
39,2015-05-02 16:00:00,344.0,2517,90.0,22000.0,16093.0,18.3,1014.8,5.6
40,2015-05-02 17:00:00,341.5,2517,90.0,22000.0,16093.0,20.0,1014.2,5.0
41,2015-05-02 18:00:00,338.5,2517,140.0,22000.0,16062.0,18.2333333333,4009.4666666667,5.7
42,2015-05-02 19:00:00,317.5,2517,160.0,22000.0,16093.0,16.1,1014.0,6.1
43,2015-05-02 20:00:00,279.0,2517,170.0,22000.0,16093.0,14.4,1014.2,5.6
44,2015-05-02 21:00:00,266.0,2517,175.0,22000.0,16046.5,13.85,1014.4,5.0
45,2015-05-02 22:00:00,262.5,2517,180.0,22000.0,16093.0,11.7,1015.0,3.9
46,2015-05-02 23:00:00,259.5,2517,170.0,22000.0,16093.0,10.6,1015.5,3.3
47,2015-05-03 00:00:00,260.0,2517,170.0,22000.0,16046.5,10.6,1015.9,3.3
48,2015-05-03 01:00:00,259.5,2517,170.0,3048.0,16093.0,10.6,1016.8,3.9
49,2015-05-03 02:00:00,257.5,2517,180.0,22000.0,16093.0,10.6,1017.2,3.9
50,2015-05-03 03:00:00,259.0,2517,190.0,3048.0,16046.5,10.6,1017.35,3.6
51,2015-05-03 04:00:00,261.5,2517,180.0,3048.0,16093.0,10.6,5508.7,3.3
52,2015-05-03 05:00:00,278.0,2517,210.0,22000.0,16093.0,11.1,1017.1,2.2
53,2015-05-03 06:00:00,284.5,2517,205.0,22000.0,16046.5,11.1,1017.1,1.9500000000000002
54,2015-05-03 07:00:00,293.5,2517,210.0,22000.0,16093.0,11.1,1017.3,2.2
55,2015-05-03 08:00:00,308.0,2517,210.0,22000.0,16093.0,10.6,1017.4,2.2
56,2015-05-03 09:00:00,312.0,2517,205.0,22000.0,16046.5,10.6,1017.35,2.2
57,2015-05-03 10:00:00,310.5,2517,210.0,22000.0,16093.0,11.1,1018.2,2.2
58,2015-05-03 11:00:00,312.5,2517,220.0,22000.0,16093.0,12.2,1018.7,3.3
59,2015-05-03 12:00:00,312.5,2517,220.0,22000.0,16046.5,13.6,1018.8,3.85
60,2015-05-03 13:00:00,312.0,2517,,22000.0,16093.0,16.1,1018.6,5.0
61,2015-05-03 14:00:00,314.0,2517,340.0,22000.0,16093.0,18.9,1018.8,5.0
62,2015-05-03 15:00:00,315.5,2517,,22000.0,16093.0,21.7,1018.7,3.9
63,2015-05-03 16:00:00,314.5,2517,,22000.0,16093.0,23.9,1018.4,3.3
64,2015-05-03 17:00:00,312.0,2517,180.0,22000.0,16093.0,23.3,1018.2,5.6
65,2015-05-03 18:00:00,310.5,2517,175.0,22000.0,16046.5,23.3,1018.1,4.2
66,2015-05-03 19:00:00,301.0,2517,170.0,22000.0,16093.0,23.3,1017.7,5.0
67,2015-05-03 20:00:00,286.5,2517,180.0,22000.0,16093.0,21.7,1017.6,6.1
68,2015-05-03 21:00:00,278.5,2517,175.0,22000.0,16046.5,20.55,1017.85,6.4
69,2015-05-03 22:00:00,274.0,2517,150.0,7620.0,16093.0,18.9,1018.4,6.1
70,2015-05-03 23:00:00,268.0,2517,180.0,3353.0,16093.0,18.3,1018.7,5.0
71,2015-05-04 00:00:00,264.5,2517,175.0,4267.0,16046.5,18.05,1019.0,5.3
72,2015-05-04 01:00:00,261.5,2517,160.0,22000.0,16093.0,16.7,1020.1,6.7
73,2015-05-04 02:00:00,260.5,2517,170.0,22000.0,16093.0,15.6,1020.4,7.8
74,2015-05-04 03:00:00,265.0,2517,175.0,22000.0,16046.5,15.3,1020.6,8.05
75,2015-05-04 04:00:00,269.5,2517,170.0,22000.0,16093.0,14.4,5510.55,8.3
76,2015-05-04 05:00:00,282.5,2517,160.0,22000.0,16093.0,13.9,1021.4,8.3
77,2015-05-04 06:00:00,299.5,2517,155.0,22000.0,16046.5,13.9,1021.3,8.3
78,2015-05-04 07:00:00,417.5,2517,170.0,22000.0,16093.0,13.9,1021.3,7.8
79,2015-05-04 08:00:00,576.0,2517,170.0,22000.0,16093.0,13.3,1021.5,7.8
80,2015-05-04 09:00:00,702.5,2517,180.0,22000.0,16046.5,13.3,1021.75,7.8
81,2015-05-04 10:00:00,735.5,2517,60.0,22000.0,16093.0,12.2,1022.7,7.8
82,2015-05-04 11:00:00,740.0,2517,50.0,22000.0,14484.0,13.3,1023.0,8.9
83,2015-05-04 12:00:00,748.5,2517,45.0,22000.0,14242.0,14.7,1023.0,9.15
84,2015-05-04 13:00:00,747.0,2517,50.0,22000.0,14484.0,18.3,1023.0,10.0
85,2015-05-04 14:00:00,744.5,2517,50.0,22000.0,16093.0,23.3,1022.8,8.9
86,2015-05-04 15:00:00,741.5,2517,135.0,22000.0,16046.5,25.0,1022.7,8.35
87,2015-05-04 16:00:00,696.0,2517,180.0,22000.0,16093.0,27.8,1021.8,6.1
88,2015-05-04 17:00:00,646.5,2517,170.0,22000.0,16093.0,26.7,1021.6,7.8
89,2015-05-04 18:00:00,589.5,2517,175.0,22000.0,16046.5,26.4,1021.35,7.25
90,2015-05-04 19:00:00,531.5,2517,170.0,22000.0,16093.0,27.2,1020.3,6.1
91,2015-05-04 20:00:00,429.5,2517,160.0,22000.0,16093.0,26.7,1019.9,6.7
92,2015-05-04 21:00:00,371.5,2517,160.0,22000.0,16046.5,26.15,1019.75,7.25
93,2015-05-04 22:00:00,311.5,2517,180.0,22000.0,16093.0,24.4,1019.6,7.2
94,2015-05-04 23:00:00,285.5,2517,180.0,22000.0,16093.0,23.3,1019.8,7.2
95,2015-05-05 00:00:00,278.5,2517,185.0,22000.0,16046.5,23.3,1020.15,6.95
96,2015-05-05 01:00:00,277.0,2517,190.0,22000.0,16093.0,23.3,1020.8,5.6
97,2015-05-05 02:00:00,274.5,2517,210.0,22000.0,16093.0,22.8,1020.9,5.0
98,2015-05-05 03:00:00,285.5,2517,210.0,22000.0,16046.5,22.8,1020.95,5.0
99,2015-05-05 04:00:00,293.0,2517,210.0,22000.0,16093.0,21.7,5510.55,6.7
100,2015-05-05 05:00:00,307.0,2517,220.0,22000.0,16093.0,21.1,1020.9,7.2
101,2015-05-05 06:00:00,318.0,2517,220.0,22000.0,16046.5,20.85,1020.75,7.2
102,2015-05-05 07:00:00,426.5,2517,220.0,22000.0,16093.0,20.0,1020.4,7.2
103,2015-05-05 08:00:00,632.0,2517,210.0,22000.0,16093.0,20.0,1020.9,7.8
104,2015-05-05 09:00:00,723.0,2517,220.0,22000.0,16046.5,19.45,1020.9,8.05
105,2015-05-05 10:00:00,745.0,2517,,22000.0,16093.0,19.4,1021.4,8.9
106,2015-05-05 11:00:00,723.5,2517,,22000.0,16093.0,21.1,1022.1,9.4
107,2015-05-05 12:00:00,721.5,2517,290.0,4267.0,16046.5,21.65,1022.25,9.7
108,2015-05-05 13:00:00,730.5,2517,310.0,3658.0,16093.0,20.0,1022.6,10.6
109,2015-05-05 14:00:00,735.5,2517,350.0,3962.0,16093.0,22.8,1023.1,11.1
110,2015-05-05 15:00:00,744.5,2517,190.0,3962.0,16046.5,23.35,1023.15,11.4
111,2015-05-05 16:00:00,721.5,2517,340.0,3962.0,16093.0,25.0,1022.7,12.2
112,2015-05-05 17:00:00,657.5,2517,,3962.0,16093.0,26.7,1022.2,12.8
113,2015-05-05 18:00:00,598.0,2517,40.0,1829.0,16046.5,26.4,1021.85,12.25
114,2015-05-05 19:00:00,494.0,2517,160.0,4572.0,16093.0,26.7,1021.0,12.2
115,2015-05-05 20:00:00,414.0,2517,180.0,7620.0,16093.0,26.7,1020.4,12.2
116,2015-05-05 21:00:00,310.0,2517,180.0,3048.0,16046.5,24.75,1020.5,11.65
117,2015-05-05 22:00:00,273.0,2517,170.0,3353.0,16093.0,21.7,1020.6,10.6
118,2015-05-05 23:00:00,273.0,2517,190.0,3658.0,16093.0,21.7,1021.1,11.1
119,2015-05-06 00:00:00,265.5,2517,190.0,4572.0,16046.5,21.4,1021.2,11.1
120,2015-05-06 01:00:00,262.5,2517,180.0,3962.0,16093.0,20.6,1021.8,11.1
121,2015-05-06 02:00:00,263.5,2517,180.0,5182.0,16093.0,20.0,1021.6,11.7
122,2015-05-06 03:00:00,269.0,2517,145.0,4572.0,16046.5,19.45,1021.7,11.7
123,2015-05-06 04:00:00,280.5,2517,,4267.0,16093.0,17.8,5511.05,11.1
124,2015-05-06 05:00:00,287.5,2517,360.0,3353.0,16093.0,18.3,1022.1,10.6
125,2015-05-06 06:00:00,309.0,2517,190.0,3353.0,16046.5,19.45,1022.1,8.65
126,2015-05-06 07:00:00,422.5,2517,10.0,3353.0,16093.0,20.0,1022.3,3.9
127,2015-05-06 08:00:00,610.0,2517,10.0,3048.0,16093.0,20.0,1022.4,2.8
128,2015-05-06 09:00:00,704.5,2517,10.0,3048.0,16046.5,19.45,1022.55,3.35
129,2015-05-06 10:00:00,722.5,2517,60.0,2438.0,16093.0,16.1,1024.2,9.4
130,2015-05-06 11:00:00,719.5,2517,50.0,3048.0,14484.0,15.0,1025.0,10.0
131,2015-05-06 12:00:00,716.5,2517,55.0,2286.0,15046.5,15.55,1025.25,9.45
132,2015-05-06 13:00:00,711.0,2517,40.0,2134.0,16093.0,17.8,1026.0,5.6
133,2015-05-06 14:00:00,704.0,2517,50.0,2134.0,16093.0,18.3,1025.8,4.4
134,2015-05-06 15:00:00,704.5,2517,45.0,1981.0,16046.5,17.5,1025.8,4.7
135,2015-05-06 16:00:00,678.0,2517,50.0,2134.0,16093.0,16.7,1025.3,6.1
136,2015-05-06 17:00:00,632.5,2517,60.0,1981.0,16093.0,17.8,1024.9,4.4
137,2015-05-06 18:00:00,572.5,2517,60.0,2134.0,16046.5,18.05,1024.8,3.05
138,2015-05-06 19:00:00,520.5,2517,60.0,1981.0,16093.0,18.3,1024.4,2.8
139,2015-05-06 20:00:00,428.0,2517,50.0,2134.0,16093.0,18.3,1024.0,5.6
140,2015-05-06 21:00:00,315.0,2517,55.0,22000.0,16046.5,18.05,1023.9,5.85
141,2015-05-06 22:00:00,277.5,2517,50.0,22000.0,16093.0,18.3,1023.4,7.2
142,2015-05-06 23:00:00,270.0,2517,130.0,22000.0,16093.0,18.9,1023.4,5.6
143,2015-05-07 00:00:00,266.5,2517,140.0,22000.0,16046.5,18.05,1023.5,4.45
144,2015-05-07 01:00:00,260.0,2517,140.0,22000.0,16093.0,17.2,1023.9,4.4
145,2015-05-07 02:00:00,261.5,2517,190.0,22000.0,16093.0,16.1,1023.8,6.1
146,2015-05-07 03:00:00,263.5,2517,190.0,22000.0,16046.5,15.85,1023.85,6.65
147,2015-05-07 04:00:00,273.5,2517,200.0,22000.0,16093.0,15.0,5511.9,7.2
148,2015-05-07 05:00:00,290.5,2517,,22000.0,16093.0,13.3,1023.5,7.2
149,2015-05-07 06:00:00,307.0,2517,,22000.0,16046.5,13.3,1023.15,7.75
150,2015-05-07 07:00:00,367.0,2517,,22000.0,16093.0,13.9,1022.6,7.8
151,2015-05-07 08:00:00,611.0,2517,70.0,22000.0,16093.0,11.1,1022.5,7.8
152,2015-05-07 09:00:00,650.0,2517,70.0,22000.0,16046.5,11.4,1022.65,7.8
153,2015-05-07 10:00:00,719.5,2517,50.0,22000.0,16093.0,13.3,1023.1,7.8
154,2015-05-07 11:00:00,721.5,2517,40.0,22000.0,14484.0,15.0,1023.6,7.8
155,2015-05-07 12:00:00,762.5,2517,40.0,22000.0,14242.0,16.65,1023.5,7.8
156,2015-05-07 13:00:00,755.5,2517,320.0,22000.0,16093.0,20.6,1023.3,7.2
157,2015-05-07 14:00:00,747.5,2517,60.0,22000.0,16093.0,21.7,1023.1,7.2
158,2015-05-07 15:00:00,700.0,2517,45.0,22000.0,16046.5,22.8,1022.95,7.2
159,2015-05-07 16:00:00,672.5,2517,190.0,22000.0,16093.0,23.3,1022.4,7.2
160,2015-05-07 17:00:00,612.0,2517,170.0,22000.0,16093.0,23.9,1022.0,6.1
161,2015-05-07 18:00:00,545.0,2517,180.0,22000.0,16046.5,23.35,1021.8,5.25
162,2015-05-07 19:00:00,482.0,2517,160.0,22000.0,16093.0,23.3,1021.0,3.9
163,2015-05-07 20:00:00,419.5,2517,190.0,22000.0,16093.0,22.8,1020.7,2.8
164,2015-05-07 21:00:00,318.0,2517,180.0,22000.0,16046.5,22.5,1020.45,3.9
165,2015-05-07 22:00:00,277.0,2517,170.0,22000.0,16093.0,20.6,1020.2,7.2
166,2015-05-07 23:00:00,273.5,2517,190.0,22000.0,16093.0,17.8,1020.5,9.4
167,2015-05-08 00:00:00,269.5,2517,190.0,22000.0,16046.5,16.7,1020.6,9.15
168,2015-05-08 01:00:00,266.0,2517,170.0,22000.0,16093.0,13.3,1021.1,10.0
169,2015-05-08 02:00:00,265.0,2517,180.0,22000.0,14484.0,13.3,1021.0,10.6
170,2015-05-08 03:00:00,267.5,2517,170.0,22000.0,12632.5,13.05,1021.0,10.85
171,2015-05-08 04:00:00,276.0,2517,170.0,152.0,9656.0,12.9,7006.9333333333,11.05
172,2015-05-08 05:00:00,286.0,2517,170.0,152.0,9656.0,12.8,1020.4,11.7
173,2015-05-08 06:00:00,306.5,2517,170.0,11076.0,7291.3333333333,12.8666666667,4013.5666666667,11.2666666667
174,2015-05-08 07:00:00,405.5,2517,86.6666666667,14697.0,2615.3333333333,12.9666666667,8503.3166666667,11.1166666667
175,2015-05-08 08:00:00,659.5,2517,137.5,11045.5,4626.75,12.95,7754.975,11.925
176,2015-05-08 09:00:00,705.5,2517,170.0,91.0,2672.6666666667,12.8666666667,4013.5333333333,11.8
177,2015-05-08 10:00:00,733.5,2517,176.6666666667,14717.3333333333,1609.0,13.1,7007.0,12.0666666667
178,2015-05-08 11:00:00,744.0,2517,220.0,22000.0,5632.6666666667,14.3333333333,7007.0333333333,12.7333333333
179,2015-05-08 12:00:00,733.5,2517,220.0,22000.0,8828.0,16.1,1021.4,12.2
180,2015-05-08 13:00:00,708.5,2517,50.0,22000.0,9656.0,20.0,1021.0,12.2
181,2015-05-08 14:00:00,714.5,2517,50.0,22000.0,11265.0,22.8,1020.6,12.8
182,2015-05-08 15:00:00,712.0,2517,45.0,22000.0,10328.0,24.2,1020.55,12.8
183,2015-05-08 16:00:00,677.0,2517,170.0,22000.0,14484.0,23.9,1020.6,12.2
184,2015-05-08 17:00:00,605.5,2517,170.0,22000.0,16093.0,24.4,1020.5,12.8
185,2015-05-08 18:00:00,511.5,2517,170.0,22000.0,16046.5,25.0,1020.25,12.8
186,2015-05-08 19:00:00,471.5,2517,170.0,7620.0,16093.0,24.4,1019.9,12.2
187,2015-05-08 20:00:00,393.0,2517,170.0,22000.0,16093.0,23.3,1020.0,10.6
188,2015-05-08 21:00:00,316.5,2517,170.0,22000.0,16046.5,23.3,1020.0,9.75
189,2015-05-08 22:00:00,273.5,2517,180.0,22000.0,16093.0,21.7,1020.0,7.2
190,2015-05-08 23:00:00,265.0,2517,160.0,22000.0,16093.0,18.9,1020.7,9.4
191,2015-05-09 00:00:00,262.5,2517,155.0,22000.0,16046.5,18.35,1021.0,10.55
192,2015-05-09 01:00:00,259.0,2517,170.0,22000.0,14484.0,16.7,1022.1,12.8
193,2015-05-09 02:00:00,257.5,2517,170.0,122.0,8047.0,15.8,5511.2,13.95
194,2015-05-09 03:00:00,260.5,2517,170.0,22000.0,8828.0,15.85,1022.7,14.15
195,2015-05-09 04:00:00,272.5,2517,,22000.0,8047.0,15.6,5511.55,13.9
196,2015-05-09 05:00:00,284.0,2517,110.0,122.0,6437.0,16.05,5511.75,14.2
197,2015-05-09 06:00:00,283.5,2517,75.0,122.0,7828.0,15.0,1023.65,13.05
198,2015-05-09 07:00:00,310.0,2517,50.0,122.0,8047.0,12.8,1024.1,11.1
199,2015-05-09 08:00:00,330.5,2517,48.3333333333,61.0,1877.5,12.2,8504.0333333333,11.0166666667
200,2015-05-09 09:00:00,337.0,2517,46.6666666667,120.6666666667,534.6666666667,11.9666666667,4016.5,10.9
201,2015-05-09 10:00:00,336.0,2517,50.0,61.0,402.0,11.7,1025.4,10.6
202,2015-05-09 11:00:00,334.0,2517,40.0,61.0,402.0,11.7,1026.0,11.1
203,2015-05-09 12:00:00,330.0,2517,40.0,90.5,401.0,11.7,1026.05,10.85
204,2015-05-09 13:00:00,329.5,2517,30.0,61.0,402.0,11.7,1026.6,10.6
205,2015-05-09 14:00:00,328.0,2517,50.0,61.0,402.0,12.2,1026.8,11.1
206,2015-05-09 15:00:00,328.0,2517,50.0,122.0,401.3333333333,12.1333333333,4017.9,11.0666666667
207,2015-05-09 16:00:00,325.0,2517,50.0,122.0,805.0,12.6,5513.15,10.8
208,2015-05-09 17:00:00,320.0,2517,46.6666666667,304.6666666667,2145.6666666667,14.0,7008.4666666667,12.4
209,2015-05-09 18:00:00,316.0,2517,46.6666666667,396.0,6705.6666666667,16.0333333333,7008.2333333333,12.2333333333
210,2015-05-09 19:00:00,309.0,2517,60.0,335.0,9656.0,16.1,1024.6,11.7
211,2015-05-09 20:00:00,287.0,2517,50.0,335.0,8047.0,15.0,1024.1,11.1
212,2015-05-09 21:00:00,247.5,2517,50.0,335.0,8023.5,15.3,1024.05,11.4
213,2015-05-09 22:00:00,242.0,2517,170.0,304.5,8047.0,17.9,5511.75,14.2
214,2015-05-09 23:00:00,242.5,2517,40.0,213.0,8047.0,16.3,5511.9,13.4
215,2015-05-10 00:00:00,240.5,2517,50.0,136.75,3692.2,14.3,6409.62,12.2
216,2015-05-10 01:00:00,238.0,2517,70.0,68.5,804.5,13.075,7756.125,12.05
217,2015-05-10 02:00:00,238.0,2517,40.0,61.0,402.0,13.3,1024.4,12.8
218,2015-05-10 03:00:00,241.0,2517,45.0,90.5,401.0,13.3,1024.15,12.8
219,2015-05-10 04:00:00,248.5,2517,,61.0,402.0,14.4,5511.95,13.9
220,2015-05-10 05:00:00,261.0,2517,,61.0,402.0,14.4,1023.5,13.9
221,2015-05-10 06:00:00,260.0,2517,40.0,90.5,401.0,14.15,1023.4,13.6
222,2015-05-10 07:00:00,317.0,2517,,61.0,402.0,14.4,1023.2,13.9
223,2015-05-10 08:00:00,463.0,2517,200.0,122.0,402.0,16.05,5511.5,15.8
224,2015-05-10 09:00:00,439.0,2517,210.0,122.0,2279.3333333333,15.5666666667,4015.4666666667,14.6666666667
225,2015-05-10 10:00:00,450.0,2517,175.0,183.0,3219.0,16.85,5511.75,15.8
226,2015-05-10 11:00:00,456.5,2517,180.0,162.6666666667,3755.0,17.2666666667,7007.7666666667,16.0333333333
227,2015-05-10 12:00:00,459.0,2517,235.0,3276.5,6697.6666666667,18.6,4015.6333333333,15.9
228,2015-05-10 13:00:00,457.0,2517,270.0,670.5,11265.0,21.35,5511.7,16.35
229,2015-05-10 14:00:00,463.0,2517,243.3333333333,2052.3333333333,12875.0,22.6,7007.6333333333,16.9
230,2015-05-10 15:00:00,459.0,2517,255.0,640.0,12437.5,23.6,1022.9,16.95
231,2015-05-10 16:00:00,447.0,2517,215.0,924.3333333333,12875.0,25.7,7007.3,17.0666666667
232,2015-05-10 17:00:00,437.0,2517,180.0,1189.0,12875.0,24.5,5510.9,17.4
233,2015-05-10 18:00:00,418.0,2517,175.0,22000.0,14046.5,25.85,1021.5,17.8
234,2015-05-10 19:00:00,412.0,2517,170.0,22000.0,16093.0,27.2,1020.4,17.2
235,2015-05-10 20:00:00,350.0,2517,170.0,22000.0,16093.0,26.1,1020.2,17.8
236,2015-05-10 21:00:00,319.5,2517,170.0,22000.0,16046.5,25.25,1019.95,17.5
237,2015-05-10 22:00:00,274.5,2517,170.0,22000.0,16093.0,23.9,1019.7,17.2
238,2015-05-10 23:00:00,247.0,2517,170.0,22000.0,16093.0,23.3,1019.5,16.7
239,2015-05-11 00:00:00,245.0,2517,175.0,22000.0,16046.5,22.75,1019.7,16.7
240,2015-05-11 01:00:00,242.5,2517,210.0,22000.0,16093.0,23.9,1020.6,17.2
241,2015-05-11 02:00:00,244.5,2517,170.0,22000.0,16093.0,23.3,1020.4,17.2
242,2015-05-11 03:00:00,249.5,2517,175.0,22000.0,16046.5,22.75,1020.4,16.95
243,2015-05-11 04:00:00,255.5,2517,210.0,22000.0,16093.0,22.8,5510.1,18.3
244,2015-05-11 05:00:00,275.0,2517,230.0,22000.0,16093.0,22.2,1020.2,18.3
245,2015-05-11 06:00:00,324.0,2517,230.0,22000.0,16046.5,21.95,1020.2,18.3
246,2015-05-11 07:00:00,569.5,2517,220.0,22000.0,16093.0,21.7,1020.1,18.3
247,2015-05-11 08:00:00,664.5,2517,230.0,22000.0,11265.0,21.7,1019.9,18.9
248,2015-05-11 09:00:00,767.5,2517,213.3333333333,396.0,9567.6666666667,21.6,4013.2,18.7333333333
249,2015-05-11 10:00:00,813.0,2517,210.0,518.0,12875.0,21.7,1019.8,18.3
250,2015-05-11 11:00:00,819.5,2517,210.0,518.0,14484.0,22.2,1020.2,18.3
251,2015-05-11 12:00:00,834.5,2517,190.0,579.0,14242.0,22.2,1020.3,18.05
252,2015-05-11 13:00:00,836.0,2517,180.0,22000.0,16093.0,23.15,5510.05,18.15
253,2015-05-11 14:00:00,827.0,2517,170.0,975.0,16093.0,25.0,1019.9,18.3
254,2015-05-11 15:00:00,831.0,2517,175.0,22000.0,16046.5,25.3,1019.75,18.3
255,2015-05-11 16:00:00,769.5,2517,170.0,22000.0,16093.0,27.2,1019.0,18.3
256,2015-05-11 17:00:00,725.5,2517,170.0,22000.0,16093.0,27.2,1018.5,18.3
257,2015-05-11 18:00:00,663.0,2517,170.0,7620.0,16046.5,26.95,1018.3,18.6
258,2015-05-11 19:00:00,605.0,2517,170.0,3048.0,16093.0,25.6,1017.5,17.8
259,2015-05-11 20:00:00,489.0,2517,190.0,2743.0,16093.0,24.4,1016.8,17.8
260,2015-05-11 21:00:00,381.5,2517,180.0,7620.0,15242.0,24.7,1016.55,17.8
261,2015-05-11 22:00:00,315.0,2517,170.0,22000.0,12875.0,22.8,1015.9,17.8
262,2015-05-11 23:00:00,284.5,2517,170.0,22000.0,12875.0,21.7,1015.9,17.8
263,2015-05-12 00:00:00,278.5,2517,175.0,22000.0,14046.5,21.4,1016.15,17.5
264,2015-05-12 01:00:00,276.5,2517,173.3333333333,264.3333333333,13411.3333333333,21.0333333333,7005.3333333333,18.1
265,2015-05-12 02:00:00,275.0,2517,170.0,244.0,12875.0,20.6,1015.4,18.3
266,2015-05-12 03:00:00,283.0,2517,173.3333333333,183.0,12046.6666666667,20.4,4009.9,18.2
267,2015-05-12 04:00:00,288.5,2517,90.0,244.0,10460.5,20.8,7004.3666666667,18.15
268,2015-05-12 05:00:00,304.5,2517,,244.0,11265.0,20.0,1012.6,17.8
269,2015-05-12 06:00:00,554.5,2517,160.0,244.0,10328.0,20.0,1012.4,18.05
270,2015-05-12 07:00:00,655.0,2517,,183.0,12874.5,19.2,5506.0,17.1
271,2015-05-12 08:00:00,726.5,2517,,366.0,8851.5,19.5,5505.7,18.15
272,2015-05-12 09:00:00,787.5,2517,60.0,14810.0,10510.3333333333,19.2666666667,4007.4,17.3
273,2015-05-12 10:00:00,832.0,2517,,7620.0,12875.0,21.1,1011.3,19.4
274,2015-05-12 11:00:00,846.0,2517,230.0,5791.0,14484.0,21.7,1011.8,17.8
275,2015-05-12 12:00:00,855.0,2517,225.0,5791.0,15046.5,22.25,1011.8,17.8
276,2015-05-12 13:00:00,863.0,2517,230.0,7620.0,16093.0,23.9,1010.9,18.3
277,2015-05-12 14:00:00,839.0,2517,280.0,7620.0,16093.0,26.7,1010.5,17.8
278,2015-05-12 15:00:00,822.0,2517,265.0,7620.0,16046.5,27.25,1010.25,17.25
279,2015-05-12 16:00:00,784.0,2517,240.0,7620.0,16093.0,28.9,1009.4,15.0
280,2015-05-12 17:00:00,730.0,2517,240.0,6096.0,16093.0,30.0,1008.6,13.3
281,2015-05-12 18:00:00,669.5,2517,235.0,6096.0,16046.5,29.7,1008.5,12.75
